# GREAT version 4.0.4	Species assembly: hg19	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Ensembl Genes	2316	NCOA4	84	3.046886e-4	1.000000e+0	6.728177e-2	1.285633e+1	3.111307e-1	4	2.510739e-5	3.227889e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1	NCOA4
Ensembl Genes	17264	MYO1G	85	3.131939e-4	1.000000e+0	6.834628e-2	8.768643e+0	5.702136e-1	5	4.601466e-5	4.034861e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1	MYO1G
Ensembl Genes	10668	ZSCAN22	86	3.161105e-4	1.000000e+0	6.818062e-2	1.273087e+1	3.141970e-1	4	2.535482e-5	3.227889e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1	ZSCAN22
Ensembl Genes	5694	CHMP4A	87	3.317909e-4	1.000000e+0	7.074011e-2	7.696765e+1	2.598494e-2	2	2.096913e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	CHMP4A
Ensembl Genes	7479	NUTF2	87	3.317909e-4	1.000000e+0	7.074011e-2	7.696765e+1	2.598494e-2	2	2.096913e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	NUTF2
Ensembl Genes	13120	FAM109B	87	3.317909e-4	1.000000e+0	7.074011e-2	7.696765e+1	2.598494e-2	2	2.096913e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	FAM109B
Ensembl Genes	16147	HIST1H2AM	87	3.317909e-4	1.000000e+0	7.074011e-2	7.696765e+1	2.598494e-2	2	2.096913e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	HIST1H2AM
Ensembl Genes	1273	S100A4	87	3.317909e-4	1.000000e+0	7.074011e-2	7.696765e+1	2.598494e-2	2	2.096913e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	S100A4
Ensembl Genes	16135	HIST1H3H	87	3.317909e-4	1.000000e+0	7.074011e-2	7.696765e+1	2.598494e-2	2	2.096913e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	HIST1H3H
Ensembl Genes	16110	HIST1H3F	87	3.317909e-4	1.000000e+0	7.074011e-2	7.696765e+1	2.598494e-2	2	2.096913e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	HIST1H3F
Ensembl Genes	17681	ARF5	87	3.317909e-4	1.000000e+0	7.074011e-2	7.696765e+1	2.598494e-2	2	2.096913e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	ARF5
Ensembl Genes	1289	SLC39A1	87	3.317909e-4	1.000000e+0	7.074011e-2	7.696765e+1	2.598494e-2	2	2.096913e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	SLC39A1
Ensembl Genes	9919	U2AF1L4	87	3.317909e-4	1.000000e+0	7.074011e-2	7.696765e+1	2.598494e-2	2	2.096913e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	U2AF1L4
Ensembl Genes	1152	BOLA1	87	3.317909e-4	1.000000e+0	7.074011e-2	7.696765e+1	2.598494e-2	2	2.096913e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	BOLA1
Ensembl Genes	11632	HSPD1	87	3.317909e-4	1.000000e+0	7.074011e-2	7.696765e+1	2.598494e-2	2	2.096913e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	HSPD1
Ensembl Genes	1272	S100A5	87	3.317909e-4	1.000000e+0	7.074011e-2	7.696765e+1	2.598494e-2	2	2.096913e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	S100A5
Ensembl Genes	9917	ENSG00000267120	87	3.317909e-4	1.000000e+0	7.074011e-2	7.696765e+1	2.598494e-2	2	2.096913e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	ENSG00000267120
Ensembl Genes	7852	PHF23	87	3.317909e-4	1.000000e+0	7.074011e-2	7.696765e+1	2.598494e-2	2	2.096913e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	PHF23
Ensembl Genes	16299	PBX2	87	3.317909e-4	1.000000e+0	7.074011e-2	7.696765e+1	2.598494e-2	2	2.096913e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	PBX2
Ensembl Genes	3525	DNAJC4	87	3.317909e-4	1.000000e+0	7.074011e-2	7.696765e+1	2.598494e-2	2	2.096913e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	DNAJC4
Ensembl Genes	7876	FGF11	104	3.355290e-4	1.000000e+0	5.984353e-2	7.653395e+1	2.613219e-2	2	2.108795e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	FGF11
Ensembl Genes	19274	FNBP1	105	3.461275e-4	1.000000e+0	6.114590e-2	6.655862e+0	9.014610e-1	6	7.274540e-5	4.841833e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1,E1	FNBP1
Ensembl Genes	12776	CECR5	106	3.511124e-4	1.000000e+0	6.144136e-2	8.549997e+0	5.847955e-1	5	4.719137e-5	4.034861e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1	CECR5
Ensembl Genes	4714	NABP2	107	3.646792e-4	1.000000e+0	6.321901e-2	7.338406e+1	2.725388e-2	2	2.199312e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	NABP2
Ensembl Genes	11751	CTDSP1	108	3.668813e-4	1.000000e+0	6.301186e-2	2.230013e+1	1.345284e-1	3	1.085607e-5	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	CTDSP1
Ensembl Genes	8091	RAB34	109	3.787059e-4	1.000000e+0	6.444602e-2	7.199967e+1	2.777791e-2	2	2.241600e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	RAB34
Ensembl Genes	11012	SLC1A4	110	3.866981e-4	1.000000e+0	6.520785e-2	4.706806e+0	1.699667e+0	8	1.371584e-4	6.455778e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1,E1,E1,E1	SLC1A4
Ensembl Genes	9272	ABHD17A	111	3.871645e-4	1.000000e+0	6.469833e-2	2.188999e+1	1.370489e-1	3	1.105947e-5	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	ABHD17A
Ensembl Genes	7336	ADCY7	112	3.987825e-4	1.000000e+0	6.604479e-2	6.478092e+0	9.261987e-1	6	7.474166e-5	4.841833e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1,E1	ADCY7
Ensembl Genes	15927	CANX	113	4.106610e-4	1.000000e+0	6.741018e-2	1.187116e+1	3.369511e-1	4	2.719102e-5	3.227889e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1	CANX
Ensembl Genes	6145	YY1	114	4.182248e-4	1.000000e+0	6.804958e-2	8.224796e+0	6.079178e-1	5	4.905728e-5	4.034861e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1	YY1
Ensembl Genes	8426	ATXN7L3	115	4.211598e-4	1.000000e+0	6.793124e-2	2.126309e+1	1.410896e-1	3	1.138554e-5	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	ATXN7L3
Ensembl Genes	6146	SLC25A29	116	4.215821e-4	1.000000e+0	6.741316e-2	1.178798e+1	3.393287e-1	4	2.738289e-5	3.227889e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1	SLC25A29
Ensembl Genes	3529	PLCB3	117	4.292178e-4	1.000000e+0	6.804753e-2	2.112432e+1	1.420164e-1	3	1.146033e-5	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	PLCB3
Ensembl Genes	5602	RNASE6	118	4.314946e-4	1.000000e+0	6.782876e-2	2.108574e+1	1.422762e-1	3	1.148130e-5	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	RNASE6
Ensembl Genes	2822	LRRC27	119	4.394140e-4	1.000000e+0	6.849320e-2	1.165779e+1	3.431182e-1	4	2.768869e-5	3.227889e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1	LRRC27
Ensembl Genes	12497	STMN3	120	4.585933e-4	1.000000e+0	7.088706e-2	2.064644e+1	1.453035e-1	3	1.172559e-5	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	STMN3
Ensembl Genes	5172	SETD8	121	4.614926e-4	1.000000e+0	7.074567e-2	1.150545e+1	3.476612e-1	4	2.805530e-5	3.227889e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1	SETD8
Ensembl Genes	16090	HIST1H1C	122	4.629546e-4	1.000000e+0	7.038807e-2	2.057897e+1	1.457799e-1	3	1.176403e-5	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	HIST1H1C
Ensembl Genes	18260	COPS5	123	4.671423e-4	1.000000e+0	7.044734e-2	2.051498e+1	1.462346e-1	3	1.180073e-5	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	COPS5
Ensembl Genes	9604	HOOK2	124	4.682631e-4	1.000000e+0	7.004687e-2	2.049798e+1	1.463559e-1	3	1.181051e-5	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	HOOK2
Ensembl Genes	1317	ZBTB7B	125	4.861849e-4	1.000000e+0	7.214595e-2	2.023335e+1	1.482701e-1	3	1.196499e-5	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	ZBTB7B
Ensembl Genes	5306	HMGB1	126	4.880402e-4	1.000000e+0	7.184649e-2	5.212037e+0	1.343045e+0	7	1.083800e-4	5.648806e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1,E1,E1	HMGB1
Ensembl Genes	8031	GRAP	127	4.904699e-4	1.000000e+0	7.163564e-2	6.225589e+0	9.637643e-1	6	7.777310e-5	4.841833e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1,E1	GRAP
Ensembl Genes	5136	ORAI1	128	5.148440e-4	1.000000e+0	7.460814e-2	1.117214e+1	3.580336e-1	4	2.889231e-5	3.227889e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1	ORAI1
Ensembl Genes	16263	CLIC1	129	5.197350e-4	1.000000e+0	7.473306e-2	6.136140e+1	3.259378e-2	2	2.630228e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	CLIC1
Ensembl Genes	13184	PIM3	130	5.220792e-4	1.000000e+0	7.449267e-2	1.113027e+1	3.593804e-1	4	2.900100e-5	3.227889e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1	PIM3
Ensembl Genes	6213	C14orf80	131	5.334619e-4	1.000000e+0	7.553576e-2	1.959351e+1	1.531120e-1	3	1.235571e-5	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	C14orf80
Ensembl Genes	7136	METTL9	132	5.424340e-4	1.000000e+0	7.622431e-2	6.105770e+0	9.826770e-1	6	7.929930e-5	4.841833e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1,E1	METTL9
Ensembl Genes	18577	PARP10	133	5.432740e-4	1.000000e+0	7.576834e-2	1.947014e+1	1.540821e-1	3	1.243399e-5	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	PARP10
Ensembl Genes	6271	GOLGA8N	134	5.607478e-4	1.000000e+0	7.762172e-2	7.704212e+0	6.489956e-1	5	5.237215e-5	4.034861e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1	GOLGA8N
Ensembl Genes	4030	C2CD2L	135	5.742077e-4	1.000000e+0	7.889614e-2	5.834566e+1	3.427847e-2	2	2.766178e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	C2CD2L
Ensembl Genes	20070	UTP14A	136	5.853525e-4	1.000000e+0	7.983606e-2	7.630481e+0	6.552667e-1	5	5.287820e-5	4.034861e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1	UTP14A
Ensembl Genes	19265	NTMT1	137	5.938692e-4	1.000000e+0	8.040642e-2	3.955616e+0	2.275246e+0	9	1.836060e-4	7.262750e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1,E1,E1,E1,E1	NTMT1
Ensembl Genes	11772	CNPPD1	138	5.972359e-4	1.000000e+0	8.027629e-2	5.719666e+1	3.496707e-2	2	2.821746e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	CNPPD1
Ensembl Genes	16270	HSPA1L	139	5.982599e-4	1.000000e+0	7.983542e-2	5.714712e+1	3.499739e-2	2	2.824192e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	HSPA1L
Ensembl Genes	10383	NAPSA	140	6.125804e-4	1.000000e+0	8.116253e-2	1.867593e+1	1.606346e-1	3	1.296277e-5	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	NAPSA
Ensembl Genes	5553	DCUN1D2	141	6.287471e-4	1.000000e+0	8.271369e-2	1.850777e+1	1.620941e-1	3	1.308054e-5	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	DCUN1D2
Ensembl Genes	7919	CTC1	142	6.296181e-4	1.000000e+0	8.224497e-2	1.849887e+1	1.621720e-1	3	1.308683e-5	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	CTC1
Ensembl Genes	6982	MEFV	143	6.456753e-4	1.000000e+0	8.375267e-2	1.833776e+1	1.635969e-1	3	1.320181e-5	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	MEFV
Ensembl Genes	10384	NR1H2	144	6.623399e-4	1.000000e+0	8.531766e-2	5.427902e+1	3.684665e-2	2	2.973422e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	NR1H2
Ensembl Genes	7842	C17orf49	145	6.649569e-4	1.000000e+0	8.506404e-2	5.417078e+1	3.692028e-2	2	2.979364e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	C17orf49
Ensembl Genes	18554	GLI4	146	6.799909e-4	1.000000e+0	8.639145e-2	1.801068e+1	1.665678e-1	3	1.344156e-5	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	GLI4
Ensembl Genes	1314	CKS1B	147	6.881091e-4	1.000000e+0	8.682813e-2	5.324024e+1	3.756557e-2	2	3.031437e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	CKS1B
Ensembl Genes	10284	CARD8	148	6.908416e-4	1.000000e+0	8.658392e-2	1.031991e+1	3.876001e-1	4	3.127825e-5	3.227889e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1	CARD8
Ensembl Genes	7805	PFN1	149	7.021225e-4	1.000000e+0	8.740718e-2	5.269952e+1	3.795101e-2	2	3.062541e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	PFN1
Ensembl Genes	9372	LONP1	150	7.284958e-4	1.000000e+0	9.008579e-2	1.758412e+1	1.706085e-1	3	1.376763e-5	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	LONP1
Ensembl Genes	9371	RPL36	151	7.338748e-4	1.000000e+0	9.014996e-2	1.753915e+1	1.710459e-1	3	1.380293e-5	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	RPL36
Ensembl Genes	1313	SHC1	152	7.399474e-4	1.000000e+0	9.029792e-2	5.131747e+1	3.897309e-2	2	3.145020e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	SHC1
Ensembl Genes	5108	PXN	153	7.412208e-4	1.000000e+0	8.986212e-2	1.012499e+1	3.950621e-1	4	3.188042e-5	3.227889e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1	PXN
Ensembl Genes	16137	HIST1H2BM	154	7.502081e-4	1.000000e+0	9.036110e-2	5.096070e+1	3.924593e-2	2	3.167037e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	HIST1H2BM
Ensembl Genes	9215	BSG	155	7.534699e-4	1.000000e+0	9.016847e-2	1.737898e+1	1.726223e-1	3	1.393014e-5	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	BSG
Ensembl Genes	17039	BRAT1	156	7.549365e-4	1.000000e+0	8.976485e-2	1.736722e+1	1.727393e-1	3	1.393958e-5	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	BRAT1
Ensembl Genes	5351	SLC25A15	157	7.579534e-4	1.000000e+0	8.954954e-2	5.721533e+0	1.048670e+0	6	8.462476e-5	4.841833e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1,E1	SLC25A15
Ensembl Genes	3528	PPP1R14B	158	7.719296e-4	1.000000e+0	9.062356e-2	5.022905e+1	3.981760e-2	2	3.213170e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	PPP1R14B
Ensembl Genes	8092	RPL23A	159	8.042316e-4	1.000000e+0	9.382196e-2	4.919632e+1	4.065345e-2	2	3.280620e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	RPL23A
Ensembl Genes	5623	TOX4	160	8.196719e-4	1.000000e+0	9.502559e-2	1.687640e+1	1.777630e-1	3	1.434498e-5	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	TOX4
Ensembl Genes	1190	TNFAIP8L2	161	8.378668e-4	1.000000e+0	9.653162e-2	4.818509e+1	4.150662e-2	2	3.349469e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	TNFAIP8L2
Ensembl Genes	16272	HSPA1B	162	8.660096e-4	1.000000e+0	9.915810e-2	1.655574e+1	1.812060e-1	3	1.462282e-5	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	HSPA1B
Ensembl Genes	13183	CRELD2	163	8.682057e-4	1.000000e+0	9.879968e-2	1.654111e+1	1.813663e-1	3	1.463575e-5	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	CRELD2
Ensembl Genes	16242	LST1	164	8.730507e-4	1.000000e+0	9.874523e-2	4.719046e+1	4.238144e-2	2	3.420065e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	LST1
Ensembl Genes	7875	TMEM102	165	8.804544e-4	1.000000e+0	9.897908e-2	4.698879e+1	4.256334e-2	2	3.434743e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	TMEM102
Ensembl Genes	1158	PLEKHO1	166	9.102353e-4	1.000000e+0	1.017106e-1	6.907636e+0	7.238366e-1	5	5.841161e-5	4.034861e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1,E1	PLEKHO1
Ensembl Genes	9754	JUND	167	9.219152e-4	1.000000e+0	1.023988e-1	1.619803e+1	1.852077e-1	3	1.494575e-5	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	JUND
Ensembl Genes	4708	ZC3H10	168	9.305876e-4	1.000000e+0	1.027468e-1	4.568717e+1	4.377597e-2	2	3.532599e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	ZC3H10
Ensembl Genes	10346	PIH1D1	169	9.581825e-4	1.000000e+0	1.051676e-1	4.501471e+1	4.442992e-2	2	3.585372e-6	1.613944e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	PIH1D1
Ensembl Genes	14694	COPS4	170	9.606531e-4	1.000000e+0	1.048186e-1	9.435586e+0	4.239270e-1	4	3.420974e-5	3.227889e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1	COPS4
Ensembl Genes	6963	FLYWCH2	171	9.889984e-4	1.000000e+0	1.072803e-1	1.580517e+1	1.898114e-1	3	1.531725e-5	2.420917e-4	1	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1	FLYWCH2
