# GREAT version 4.0.4	Species assembly: hg19	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Molecular Function	GO:0032561	guanyl ribonucleotide binding	369	1.912461e-2	1.000000e+0	2.162273e-1	1.102859e+0	4.116573e+2	454	3.321960e-2	3.663654e-2	93	1.602773e-5	6.686769e-2	7.190074e-4	1.165094e+0	2.377491e+2	277	388	2.437093e-2	7.139175e-1	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	ACSM1,ADSS,ADSSL1,AGAP3,AK3,AK4,ANXA6,ARF1,ARF3,ARF4,ARF5,ARF6,ARFIP2,ARFRP1,ARHGAP35,ARHGAP5,ARL1,ARL10,ARL11,ARL13B,ARL15,ARL16,ARL17A,ARL17B,ARL2,ARL3,ARL4A,ARL4D,ARL5A,ARL5B,ARL5C,ARL6,ARL8A,ARL8B,ARL9,ATL2,ATL3,BMS1,CDC42,CIITA,DAP3,DAPK1,DNAJC27,DNM1,DNM1L,DNM2,DNM3,DRG1,DRG2,DYNC1LI1,EEF1A1,EEF2,EEFSEC,EFTUD1,EFTUD2,EHD1,EHD2,EHD3,EHD4,EIF2B2,EIF2S3,EIF5,EIF5B,ENSG00000267261,ENSG00000272822,ERAL1,FPGT,GBP1,GBP2,GBP3,GBP4,GBP5,GBP6,GCH1,GFM1,GFM2,GIMAP1,GIMAP2,GIMAP4,GIMAP5,GIMAP6,GIMAP7,GIMAP8,GLUD1,GMPPB,GNA12,GNA13,GNA14,GNA15,GNAI1,GNAI2,GNAI3,GNAQ,GNAS,GNAT3,GNL1,GNL2,GNL3,GNL3L,GPN1,GPN2,GPN3,GSPT1,GTPBP1,GTPBP10,GTPBP2,GTPBP3,GTPBP4,GTPBP6,GTPBP8,GUF1,HBS1L,HHAT,HIST1H1E,HSP90AB1,IFI44L,IFT27,INSR,IRGC,IRGM,IRGQ,KRAS,LANCL2,LRRK1,LRRK2,LSG1,MB21D1,MFN1,MFN2,MIEF1,MMAA,MRAS,MTG1,MTG2,MTIF2,MX1,MX2,NIN,NKIRAS1,NKIRAS2,NME1,NOA1,NOLC1,NRAS,NUDT16,NUDT2,OLA1,OPA1,PCK2,PDE2A,PDE5A,PRPS1,RAB10,RAB11A,RAB11B,RAB12,RAB13,RAB14,RAB17,RAB18,RAB1A,RAB1B,RAB20,RAB21,RAB22A,RAB24,RAB27A,RAB27B,RAB28,RAB2A,RAB2B,RAB30,RAB31,RAB32,RAB33A,RAB33B,RAB34,RAB35,RAB37,RAB39A,RAB3A,RAB3C,RAB3D,RAB40AL,RAB40C,RAB42,RAB43,RAB4A,RAB4B,RAB5A,RAB5B,RAB5C,RAB6A,RAB6B,RAB6C,RAB7A,RAB7L1,RAB8A,RAB8B,RABL2A,RABL2B,RABL3,RABL5,RABL6,RAC1,RAC2,RALA,RALB,RAN,RAP1A,RAP1B,RAP2A,RAP2B,RAP2C,RASD1,RASEF,RASL11A,RHEB,RHEBL1,RHOA,RHOB,RHOBTB1,RHOBTB2,RHOG,RHOH,RHOQ,RHOT1,RHOT2,RHOU,RIT1,RND2,RND3,RNGTT,RP2,RRAGA,RRAGB,RRAGC,RRAGD,RRAS,RRAS2,RTKN,SAR1A,SAR1B,SEPHS1,SEPT1,SEPT10,SEPT2,SEPT4,SEPT6,SEPT7,SEPT9,SRL,SRP54,SRPR,SRPRB,SUCLG2,THG1L,TMEM173,TPX2,TRIM23,TSR1,TUBA1A,TUBA1B,TUBA1C,TUBA4A,TUBB,TUBB2A,TUBB2B,TUBB4A,TUBB4B,TUBB6,TUBD1,TUBE1,TUBG1,TUFM,UPRT,URGCP
GO Molecular Function	GO:0005289	high-affinity arginine transmembrane transporter activity	370	1.913066e-2	1.000000e+0	2.157111e-1	3.990425e+0	1.002400e+0	4	8.089086e-5	3.227889e-4	2772	8.500544e-1	1.000000e+0	1.000000e+0	8.159863e-1	1.225511e+0	1	2	8.798170e-5	5.000000e-1	E1,E1,E1,E1	SLC25A29
GO Molecular Function	GO:0005292	high-affinity lysine transmembrane transporter activity	370	1.913066e-2	1.000000e+0	2.157111e-1	3.990425e+0	1.002400e+0	4	8.089086e-5	3.227889e-4	2772	8.500544e-1	1.000000e+0	1.000000e+0	8.159863e-1	1.225511e+0	1	2	8.798170e-5	5.000000e-1	E1,E1,E1,E1	SLC25A29
GO Molecular Function	GO:0005461	UDP-glucuronic acid transmembrane transporter activity	372	1.914533e-2	1.000000e+0	2.147159e-1	3.989477e+0	1.002638e+0	4	8.091008e-5	3.227889e-4	1514	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1,E1,E1	SLC35D1
GO Molecular Function	GO:0035325	Toll-like receptor binding	373	1.925078e-2	1.000000e+0	2.153197e-1	1.807614e+0	8.851447e+0	16	7.142872e-4	1.291156e-3	407	5.457543e-2	1.000000e+0	5.594317e-1	1.468775e+0	6.127554e+0	9	10	7.918353e-4	9.000000e-1	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	S100A8,S100A9,SYK,TIRAP,TLR1,TLR2,TLR6,TOLLIP,UNC93B1
GO Molecular Function	GO:0004813	alanine-tRNA ligase activity	374	1.938404e-2	1.000000e+0	2.162305e-1	3.974182e+0	1.006497e+0	4	8.122147e-5	3.227889e-4	588	1.409483e-1	1.000000e+0	1.000000e+0	1.631973e+0	2.451022e+0	4	4	3.519268e-4	1.000000e+0	E1,E1,E1,E1	AARS,AARS2,AARSD1,PTGES3L-AARSD1
GO Molecular Function	GO:0016005	phospholipase A2 activator activity	375	1.957882e-2	1.000000e+0	2.178209e-1	3.961873e+0	1.009623e+0	4	8.147380e-5	3.227889e-4	996	3.754564e-1	1.000000e+0	1.000000e+0	1.631973e+0	1.225511e+0	2	2	1.759634e-4	1.000000e+0	E1,E1,E1,E1	CASP3,PLAA
GO Molecular Function	GO:0051139	metal ion:proton antiporter activity	376	1.978496e-2	1.000000e+0	2.195289e-1	5.310881e+0	5.648781e-1	3	4.558409e-5	2.420917e-4	996	3.754564e-1	1.000000e+0	1.000000e+0	1.631973e+0	1.225511e+0	2	2	1.759634e-4	1.000000e+0	E1,E1,E1	LETM1,SLC11A1
GO Molecular Function	GO:0004730	pseudouridylate synthase activity	377	1.980221e-2	1.000000e+0	2.191375e-1	9.364980e+0	2.135616e-1	2	1.723383e-5	1.613944e-4	1514	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	PUS1
GO Molecular Function	GO:0004074	biliverdin reductase activity	378	1.992462e-2	1.000000e+0	2.199088e-1	3.940390e+0	1.015128e+0	4	8.191800e-5	3.227889e-4	996	3.754564e-1	1.000000e+0	1.000000e+0	1.631973e+0	1.225511e+0	2	2	1.759634e-4	1.000000e+0	E1,E1,E1,E1	BLVRA,BLVRB
GO Molecular Function	GO:0019799	tubulin N-acetyltransferase activity	379	2.043389e-2	1.000000e+0	2.249345e-1	9.208125e+0	2.171995e-1	2	1.752740e-5	1.613944e-4	1514	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	ATAT1
GO Molecular Function	GO:0004563	beta-N-acetylhexosaminidase activity	380	2.044170e-2	1.000000e+0	2.244283e-1	3.249801e+0	1.538556e+0	5	1.241572e-4	4.034861e-4	473	8.635505e-2	1.000000e+0	7.616771e-1	1.631973e+0	3.063777e+0	5	5	4.399085e-4	1.000000e+0	E1,E1,E1,E1,E1	GM2A,HEXA,HEXB,HEXDC,MGEA5
GO Molecular Function	GO:0030624	U6atac snRNA binding	381	2.047326e-2	1.000000e+0	2.241849e-1	9.198587e+0	2.174247e-1	2	1.754557e-5	1.613944e-4	1514	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	SART3
GO Molecular Function	GO:0035586	purinergic receptor activity	382	2.062651e-2	1.000000e+0	2.252717e-1	1.573906e+0	1.588405e+1	25	1.281799e-3	2.017431e-3	2574	7.209890e-1	1.000000e+0	1.000000e+0	9.415226e-1	1.593164e+1	15	26	1.319725e-3	5.769231e-1	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	ADORA2A,ADORA2B,ADORA3,GPR171,GPR34,P2RX1,P2RX3,P2RX4,P2RX7,P2RY1,P2RY13,P2RY14,P2RY2,P2RY8,PTAFR
GO Molecular Function	GO:0015140	malate transmembrane transporter activity	383	2.069194e-2	1.000000e+0	2.253963e-1	9.146120e+0	2.186720e-1	2	1.764622e-5	1.613944e-4	2404	6.662747e-1	1.000000e+0	1.000000e+0	1.087982e+0	1.838266e+0	2	3	1.759634e-4	6.666667e-1	E1,E1	ENSG00000262660,SLC25A11
GO Molecular Function	GO:0004337	geranyltranstransferase activity	384	2.092764e-2	1.000000e+0	2.273701e-1	9.090488e+0	2.200102e-1	2	1.775421e-5	1.613944e-4	996	3.754564e-1	1.000000e+0	1.000000e+0	1.631973e+0	1.225511e+0	2	2	1.759634e-4	1.000000e+0	E1,E1	FDPS,GGPS1
GO Molecular Function	GO:0004161	dimethylallyltranstransferase activity	384	2.092764e-2	1.000000e+0	2.273701e-1	9.090488e+0	2.200102e-1	2	1.775421e-5	1.613944e-4	996	3.754564e-1	1.000000e+0	1.000000e+0	1.631973e+0	1.225511e+0	2	2	1.759634e-4	1.000000e+0	E1,E1	FDPS,GGPS1
GO Molecular Function	GO:0004526	ribonuclease P activity	386	2.127993e-2	1.000000e+0	2.299997e-1	1.921660e+0	6.764985e+0	13	5.459155e-4	1.049064e-3	355	3.631939e-2	1.000000e+0	4.268296e-1	1.483611e+0	6.740309e+0	10	11	8.798170e-4	9.090909e-1	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	KIAA0391,POP1,POP4,POP5,POP7,RPP14,RPP21,RPP30,RPP38,RPP40
GO Molecular Function	GO:0016888	endodeoxyribonuclease activity, producing 5'-phosphomonoesters	387	2.129843e-2	1.000000e+0	2.296048e-1	1.869411e+0	7.488991e+0	14	6.043408e-4	1.129761e-3	529	9.783285e-2	1.000000e+0	7.715664e-1	1.359977e+0	7.353065e+0	10	12	8.798170e-4	8.333333e-1	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	DICER1,ENDOV,ENSG00000272410,FAN1,FEN1,SLX1A,SLX1B,SLX4,TATDN1,TATDN2
GO Molecular Function	GO:0004812	aminoacyl-tRNA ligase activity	388	2.140026e-2	1.000000e+0	2.301080e-1	1.374849e+0	3.418556e+1	47	2.758680e-3	3.792770e-3	70	1.603427e-6	6.689497e-3	9.556425e-5	1.520702e+0	2.696124e+1	41	44	3.607250e-3	9.318182e-1	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	AARS,AARS2,AARSD1,CARS,CARS2,DALRD3,DARS,DARS2,EARS2,EPRS,FARS2,FARSA,FARSB,FDXACB1,GARS,HARS,HARS2,IARS,IARS2,KARS,LARS,LARS2,MARS,NARS,NARS2,PARS2,POLG2,PTGES3L-AARSD1,RARS,RARS2,SARS,SARS2,TARS,TARS2,TARSL2,VARS,VARS2,WARS,WARS2,YARS,YARS2
GO Molecular Function	GO:0004059	aralkylamine N-acetyltransferase activity	389	2.189722e-2	1.000000e+0	2.348463e-1	8.871158e+0	2.254497e-1	2	1.819317e-5	1.613944e-4	1514	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	AANAT
GO Molecular Function	GO:0047939	L-glucuronate reductase activity	390	2.194790e-2	1.000000e+0	2.347863e-1	8.860095e+0	2.257312e-1	2	1.821588e-5	1.613944e-4	1514	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	AKR1A1
GO Molecular Function	GO:0103053	1-ethyladenine demethylase activity	391	2.208906e-2	1.000000e+0	2.356920e-1	5.088919e+0	5.895161e-1	3	4.757231e-5	2.420917e-4	996	3.754564e-1	1.000000e+0	1.000000e+0	1.631973e+0	1.225511e+0	2	2	1.759634e-4	1.000000e+0	E1,E1,E1	ALKBH1,ALKBH2
GO Molecular Function	GO:0101005	ubiquitinyl hydrolase activity	392	2.209014e-2	1.000000e+0	2.351022e-1	1.197383e+0	1.127458e+2	135	9.098276e-3	1.089413e-2	235	5.393741e-3	1.000000e+0	9.575612e-2	1.186889e+0	7.414340e+1	88	121	7.742390e-3	7.272727e-1	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	ALG13,ANKZF1,ATXN3,ATXN3L,ATXN7,BAP1,BRCC3,COPS5,CYLD,EIF3F,FAM105B,FAM188A,FAM188B,FAM63A,FAM63B,JOSD1,JOSD2,MYSM1,OTUB1,OTUB2,OTUD1,OTUD4,OTUD5,OTUD6B,OTUD7A,PSMD14,STAMBP,STAMBPL1,TADA2B,TADA3,TAF10,TAF9B,TANK,TNFAIP3,TRRAP,UCHL3,UCHL5,UFD1L,USP1,USP10,USP11,USP12,USP13,USP14,USP15,USP16,USP18,USP19,USP2,USP20,USP21,USP22,USP24,USP25,USP27X,USP28,USP3,USP30,USP32,USP33,USP34,USP35,USP36,USP37,USP38,USP39,USP4,USP40,USP41,USP42,USP45,USP46,USP47,USP48,USP49,USP5,USP51,USP54,USP6,USP7,USP8,USP9X,VCPIP1,WDR20,WDR48,YOD1,ZC3H12A,ZRANB1
GO Molecular Function	GO:0047485	protein N-terminus binding	393	2.230967e-2	1.000000e+0	2.368345e-1	1.202168e+0	1.073061e+2	129	8.659304e-3	1.040994e-2	75	2.166674e-6	9.039364e-3	1.205249e-4	1.342183e+0	6.556483e+1	88	107	7.742390e-3	8.224299e-1	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	ACOX1,ACTN4,ALG2,ALOX5AP,APTX,ARF6,ATM,BANF1,BIRC2,CHMP6,CSNK2A1,DAXX,DCN,DCTN4,EIF3E,EIF5A,EPB41,ERCC2,ERCC3,ERCC5,ERCC6,ERCC6-PGBD3,EXOC2,EXOC4,EXOC5,GADD45A,GLRX,GTF2H2,GTF2H3,HAX1,HDAC1,HSPA1A,HSPA1B,HYPK,ID1,MAP2K1,MAU2,MDM2,MECP2,MNAT1,MORF4L1,NBN,NCOA1,NCOA3,NCOR2,NFE2,NIPBL,NPAT,NPM1,NTSR1,PARP1,PDCD10,PDLIM5,PEX14,PEX19,PEX5,PHB2,PIAS3,PPP1CC,RBPJ,RELA,RND2,RPA2,RPS21,SCFD1,SDCBP,SLC6A3,SMARCA4,SMARCC1,SMARCE1,SNCA,SNF8,SRRM2,STX5,STXBP1,SUV39H1,TAF11,TARBP2,TBL1XR1,TDRD7,TGFB1,THAP7,TP53,TRAF6,TSC1,VPS25,YWHAQ,ZWINT
GO Molecular Function	GO:0008853	exodeoxyribonuclease III activity	394	2.246723e-2	1.000000e+0	2.379017e-1	5.055420e+0	5.934225e-1	3	4.788755e-5	2.420917e-4	1346	4.973442e-1	1.000000e+0	1.000000e+0	1.223979e+0	2.451022e+0	3	4	2.639451e-4	7.500000e-1	E1,E1,E1	RAD9A,TREX1,TREX2
GO Molecular Function	GO:1990226	histone methyltransferase binding	395	2.249228e-2	1.000000e+0	2.375640e-1	2.793682e+0	2.147703e+0	6	1.733137e-4	4.841833e-4	847	2.536028e-1	1.000000e+0	1.000000e+0	1.359977e+0	3.676532e+0	5	6	4.399085e-4	8.333333e-1	E1,E1,E1,E1,E1,E1	CBX1,CBX3,HSP90AB1,NOP56,PRDM4
GO Molecular Function	GO:0050321	tau-protein kinase activity	396	2.266188e-2	1.000000e+0	2.387509e-1	1.853642e+0	7.552697e+0	14	6.094817e-4	1.129761e-3	844	2.534120e-1	1.000000e+0	1.000000e+0	1.223979e+0	7.353065e+0	9	12	7.918353e-4	7.500000e-1	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	BRSK1,CDK5,CSNK1D,GSK3A,GSK3B,MARK2,MARK4,PHKG2,PRKAA1
GO Molecular Function	GO:0004439	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity	397	2.279925e-2	1.000000e+0	2.395931e-1	2.223454e+0	4.047757e+0	9	3.266428e-4	7.262750e-4	920	3.425692e-1	1.000000e+0	1.000000e+0	1.223979e+0	4.902043e+0	6	8	5.278902e-4	7.500000e-1	E1,E1,E1,E1,E1,E1,E1,E1,E1	INPP5B,INPP5K,OCRL,PTPMT1,SYNJ1,SYNJ2
GO Molecular Function	GO:0030911	TPR domain binding	398	2.307206e-2	1.000000e+0	2.418508e-1	2.113598e+0	4.731269e+0	10	3.818003e-4	8.069722e-4	550	1.203029e-1	1.000000e+0	9.125522e-1	1.427976e+0	4.902043e+0	7	8	6.158719e-4	8.750000e-1	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	HSP90AA1,HSP90AB1,PDE2A,RAB8B,SRP72,TRAK1,TRAK2
GO Molecular Function	GO:0004726	non-membrane spanning protein tyrosine phosphatase activity	399	2.320408e-2	1.000000e+0	2.426251e-1	1.847639e+0	7.577236e+0	14	6.114619e-4	1.129761e-3	308	1.985559e-2	1.000000e+0	2.689530e-1	1.631973e+0	4.902043e+0	8	8	7.038536e-4	1.000000e+0	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	ACP1,DUSP1,PTPN11,PTPN12,PTPN18,PTPN2,PTPN4,PTPN9
GO Molecular Function	GO:0016886	ligase activity, forming phosphoric ester bonds	400	2.323710e-2	1.000000e+0	2.423630e-1	2.111051e+0	4.736977e+0	10	3.822609e-4	8.069722e-4	456	8.139388e-2	1.000000e+0	7.446826e-1	1.450642e+0	5.514799e+0	8	9	7.038536e-4	8.888889e-1	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	LIG1,LIG3,LIG4,PARP1,PARP2,RTCA,RTCB,XRCC1
GO Molecular Function	GO:0010484	H3 histone acetyltransferase activity	401	2.336275e-2	1.000000e+0	2.430658e-1	2.768753e+0	2.167040e+0	6	1.748741e-4	4.841833e-4	1346	4.973442e-1	1.000000e+0	1.000000e+0	1.223979e+0	2.451022e+0	3	4	2.639451e-4	7.500000e-1	E1,E1,E1,E1,E1,E1	BRCA2,BRPF1,ELP3
GO Molecular Function	GO:0045322	unmethylated CpG binding	402	2.343080e-2	1.000000e+0	2.431674e-1	3.745688e+0	1.067895e+0	4	8.617613e-5	3.227889e-4	2404	6.662747e-1	1.000000e+0	1.000000e+0	1.087982e+0	1.838266e+0	2	3	1.759634e-4	6.666667e-1	E1,E1,E1,E1	CXXC1,KMT2A
GO Molecular Function	GO:0015088	copper uptake transmembrane transporter activity	403	2.349726e-2	1.000000e+0	2.432520e-1	8.539310e+0	2.342110e-1	2	1.890017e-5	1.613944e-4	1514	6.127554e-1	1.000000e+0	1.000000e+0	1.631973e+0	6.127554e-1	1	1	8.798170e-5	1.000000e+0	E1,E1	SLC31A1
GO Molecular Function	GO:0051721	protein phosphatase 2A binding	404	2.351973e-2	1.000000e+0	2.428820e-1	1.361248e+0	3.526175e+1	48	2.845525e-3	3.873467e-3	147	2.835800e-4	1.000000e+0	8.048270e-3	1.511086e+0	1.654440e+1	25	27	2.199542e-3	9.259259e-1	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	AKT1,ANKLE2,ARPP19,BCL2,CTTNBP2NL,DAB2IP,EIF4EBP1,ENSA,FOXO1,HMGCR,IGBP1,MASTL,PPME1,PPP2R2A,PPP2R4,PTPN1,RPS6KB1,SLC6A3,SMG5,SMG7,SPHK1,STRN,STRN3,STRN4,TP53
GO Molecular Function	GO:0034061	DNA polymerase activity	405	2.397664e-2	1.000000e+0	2.469890e-1	1.403561e+0	2.849894e+1	40	2.299786e-3	3.227889e-3	160	5.312788e-4	1.000000e+0	1.385309e-2	1.439976e+0	2.083368e+1	30	34	2.639451e-3	8.823529e-1	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	CHRAC1,DKC1,HMBOX1,MYBBP1A,PAPD5,POLA1,POLA2,POLB,POLD1,POLD2,POLD3,POLD4,POLE2,POLE3,POLE4,POLG,POLG2,POLH,POLI,POLK,POLL,POLM,POLN,PRIM2,PRIMPOL,PTGES3,REV3L,TEP1,TERF1,TERF2
GO Molecular Function	GO:0019166	trans-2-enoyl-CoA reductase (NADPH) activity	406	2.414634e-2	1.000000e+0	2.481245e-1	4.915234e+0	6.103474e-1	3	4.925334e-5	2.420917e-4	725	2.300473e-1	1.000000e+0	1.000000e+0	1.631973e+0	1.838266e+0	3	3	2.639451e-4	1.000000e+0	E1,E1,E1	DECR2,MECR,PECR
GO Molecular Function	GO:0033829	O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase activity	407	2.432148e-2	1.000000e+0	2.493101e-1	3.701925e+0	1.080519e+0	4	8.719488e-5	3.227889e-4	725	2.300473e-1	1.000000e+0	1.000000e+0	1.631973e+0	1.838266e+0	3	3	2.639451e-4	1.000000e+0	E1,E1,E1,E1	LFNG,MFNG,RFNG
GO Molecular Function	GO:0015925	galactosidase activity	408	2.439669e-2	1.000000e+0	2.494681e-1	2.740487e+0	2.189392e+0	6	1.766778e-4	4.841833e-4	2373	6.235470e-1	1.000000e+0	1.000000e+0	1.019983e+0	4.902043e+0	5	8	4.399085e-4	6.250000e-1	E1,E1,E1,E1,E1,E1	GLA,GLB1,GLB1L,NAGA,PSAP
GO Molecular Function	GO:0003923	GPI-anchor transamidase activity	409	2.454382e-2	1.000000e+0	2.503590e-1	2.496765e+0	2.803628e+0	7	2.262450e-4	5.648806e-4	473	8.635505e-2	1.000000e+0	7.616771e-1	1.631973e+0	3.063777e+0	5	5	4.399085e-4	1.000000e+0	E1,E1,E1,E1,E1,E1,E1	GPAA1,PIGK,PIGS,PIGT,PIGU
GO Molecular Function	GO:0032183	SUMO binding	410	2.460852e-2	1.000000e+0	2.504067e-1	1.579598e+0	1.456066e+1	23	1.175005e-3	1.856036e-3	285	1.579475e-2	1.000000e+0	2.312130e-1	1.506436e+0	7.965820e+0	12	13	1.055780e-3	9.230769e-1	E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1	CBX4,DAXX,HERC2,NR3C1,PML,RNF111,RNF4,SIMC1,TDG,TOLLIP,UBA2,USPL1
